UserId;TransactionId;Year;Month;Day;Time;ItemCode;ItemDescription;NumberOfItemsPurchased;CostPerItem;SellingPricePerItem;Country;ClientKeywords
-1;6023017;2018;Jun;4;11:30:00;1788906;EASTER BUNNY GARLAND OF FLOWERS;3;1.15;1.61;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
365106;6381837;2019;Feb;13;07:28:00;474474;CHRISTMAS GINGHAM TREE;108;1.18;1.42;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
293475;6325803;2019;Jan;20;09:10:00;490791;SET 36 COLOUR PENCILS SPACEBOY ;9;1.73;2.77;United Kingdom;['Senior', 'Small Business', '2-5 Year Client']
285516;6368131;2019;Feb;8;07:57:00;1784748;SET OF 72 PINK HEART PAPER DOILIES;3;2.01;2.61;United Kingdom;['Senior', 'Corporation', 'New Client']
342636;6268328;2018;Dec;18;09:48:00;470862;TOOTHPASTE TUBE PEN;36;0.9;1.26;United Kingdom;['Senior', 'Corporation', 'New Client']
306726;6370078;2019;Feb;9;07:18:00;472269;PACK OF 12 TRADITIONAL CRAYONS;3;0.58;1.04;United Kingdom;['Middle Age', 'Small Business', '2-5 Year Client']
375879;6146459;2018;Sep;14;10:58:00;459648;BINGO SET;3;5.18;8.81;United Kingdom;['Young Adult', 'Small Business', '2-5 Year Client']
317226;6081559;2018;Jul;24;04:41:00;315756;ASSORTED COLOURS SILK FAN;36;1.15;1.61;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
-1;6134040;2018;Sep;2;12:24:00;451101;FAWN BLUE HOT WATER BOTTLE;3;9.15;15.56;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6252521;2018;Dec;9;06:52:00;465213;ANGEL DECORATION STARS ON DRESS;9;1.15;2.07;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
372435;6042091;2018;Jun;19;09:19:00;456036;BOYS VINTAGE TIN SEASIDE BUCKET;24;3.52;6.34;United Kingdom;['Senior', 'Solo Entrepreneur', 'Loyal Client']
381801;6342600;2019;Jan;27;11:08:00;1501017;COLOURED GLASS STAR T-LIGHT HOLDER;6;5.46;6.55;United Kingdom;['Senior', 'Corporation', '2-5 Year Client']
316638;5991260;2018;May;6;09:47:00;470883;REGENCY CAKESTAND 3 TIER;6;17.6;19.36;United Kingdom;['Middle Age', 'Corporation', 'Loyal Client']
309477;5936953;2018;Mar;4;09:49:00;446460;FIRST AID TIN;30;4.49;4.94;United Kingdom;['Senior', 'Small Business', 'New Client']
-1;6286588;2018;Dec;29;11:27:00;459417;HOME SWEET HOME MUG;9;4.55;7.74;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
343560;6230620;2018;Nov;24;09:50:00;489321;GARDENERS KNEELING PAD KEEP CALM ;6;2.28;3.65;United Kingdom;['Middle Age', 'Corporation', 'New Client']
-1;6376634;2019;Feb;11;10:11:00;1787079;JUMBO  BAG BAROQUE BLACK WHITE;3;5.7;6.27;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6062914;2018;Jul;8;13:02:00;999390;PINK HAPPY BIRTHDAY BUNTING;3;14.9;16.39;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
300111;6393530;2019;Feb;19;06:24:00;491190;DOLLY GIRL MINI BACKPACK;12;5.73;10.31;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
-1;6390813;2019;Feb;17;12:26:00;486318;SET OF 5 LUCKY CAT MAGNETS ;12;5.7;7.98;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
289044;6164884;2018;Sep;29;13:15:00;445452;PACK OF 72 RETROSPOT CAKE CASES;3;0.76;0.84;United Kingdom;['Young Adult', 'Solo Entrepreneur', '2-5 Year Client']
270165;6336209;2019;Jan;25;10:31:00;493353;VINTAGE DOILY TRAVEL SEWING KIT;30;2.7;3.24;Austria;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
295848;6314737;2019;Jan;14;10:50:00;465024;CHRISTMAS CRAFT LITTLE FRIENDS;180;2.56;4.35;United Kingdom;['Adult', 'Small Business', 'New Client']
313131;6369759;2019;Feb;9;06:31:00;452277;RED RETROSPOT PUDDING BOWL;24;5.87;8.81;EIRE;['Adult', 'Solo Entrepreneur', 'New Client']
329847;6319896;2019;Jan;16;10:35:00;466137;POPCORN HOLDER;3;1.18;2.12;United Kingdom;['Middle Age', 'Corporation', 'New Client']
374661;6011973;2018;May;26;11:40:00;467334;FELT TOADSTOOL LARGE;6;1.73;3.11;United Kingdom;['Senior', 'Corporation', 'New Client']
-1;6358737;2019;Feb;3;11:43:00;473319;MINI JIGSAW DOLLY GIRL;3;1.15;1.73;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
376320;6245844;2018;Dec;4;08:13:00;435729;ASSORTED COLOUR MINI CASES;3;10.98;17.57;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
274638;6095991;2018;Aug;4;08:09:00;1734222;AREA PATROLLED METAL SIGN;36;2.9;4.35;United Kingdom;['Young Adult', 'Small Business', 'New Client']
351309;6048295;2018;Jun;24;10:22:00;998886;PARTY BUNTING;12;6.84;9.58;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
370083;6323196;2019;Jan;19;07:32:00;998886;PARTY BUNTING;12;6.84;12.31;United Kingdom;['Adult', 'Solo Entrepreneur', '2-5 Year Client']
340725;6158878;2018;Sep;24;08:18:00;459396;POTTERING MUG;18;1.73;2.42;United Kingdom;['Young Adult', 'Corporation', 'New Client']
368781;6352621;2019;Feb;1;08:53:00;492849;CARD HOLDER LOVE BIRD SMALL;3;5.73;8.6;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'New Client']
267120;6136350;2018;Sep;4;06:56:00;479199;BIRTHDAY CARD  RETRO SPOT;36;0.58;0.93;Germany;['Senior', 'Corporation', '2-5 Year Client']
305235;6275038;2018;Dec;22;11:39:00;1732122;WOODEN PICTURE FRAME WHITE FINISH;36;4.08;4.9;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
383943;5995869;2018;May;12;06:30:00;470064;LUNCH BAG PINK POLKADOT;3;2.28;2.74;United Kingdom;['Middle Age', 'Corporation', 'New Client']
267708;5934005;2018;Feb;28;13:17:00;444486;COOK WITH WINE METAL SIGN ;3;2.7;4.86;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
-1;6125031;2018;Aug;27;06:22:00;998886;TEA TIME PARTY BUNTING;3;11.45;12.6;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
305067;6218432;2018;Nov;14;08:37:00;460362;UNION STRIPE WITH FRINGE  HAMMOCK;3;10.98;18.67;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
382746;6301702;2019;Jan;7;09:36:00;489342;KNEELING MAT HOUSEWORK  DESIGN;36;2.28;2.74;United Kingdom;['Senior', 'Solo Entrepreneur', 'Loyal Client']
355005;6352775;2019;Feb;1;09:37:00;494970;TRADITIONAL PICK UP STICKS GAME ;60;1.73;1.9;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
268422;5963617;2018;Apr;9;06:02:00;464919;RETROSPOT TEA SET CERAMIC 11 PC ;27;6.84;8.21;Portugal;['Middle Age', 'Small Business', 'New Client']
333018;5992745;2018;May;7;09:21:00;462483;EMPIRE BIRTHDAY CARD;72;0.58;1.04;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
278649;6035788;2018;Jun;15;08:41:00;466137;SMALL POPCORN HOLDER;66;1.18;1.53;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
315483;6137494;2018;Sep;4;14:44:00;488964;DOORMAT KEEP CALM AND COME IN;9;10.98;14.27;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
342867;5908507;2018;Feb;16;08:43:00;1519371;SET/6 TURQUOISE BUTTERFLY T-LIGHTS;6;2.9;4.64;United Kingdom;['Senior', 'Corporation', '2-5 Year Client']
-1;6355448;2019;Feb;2;11:18:00;1890063;CRYSTAL PAIR HEART HAIR SLIDES;3;5.15;5.67;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
349314;6066753;2018;Jul;13;08:09:00;463827;PAPER BUNTING WHITE LACE;54;4.08;6.12;United Kingdom;['Senior', 'Corporation', '2-5 Year Client']
-1;6027604;2018;Jun;9;11:45:00;457590;VINTAGE SNAP CARDS;3;2.25;2.48;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
300258;6169251;2018;Oct;2;08:25:00;488754;STAR T-LIGHT HOLDER WILLIE WINKIE;72;2.01;2.81;United Kingdom;['Middle Age', 'Small Business', 'New Client']
290934;5992734;2018;May;7;08:50:00;478317;GLASS CLOCHE LARGE;6;11.73;21.11;United Kingdom;['Middle Age', 'Corporation', 'Loyal Client']
305403;6034248;2018;Jun;13;06:43:00;475104;IVORY KITCHEN SCALES;12;10.56;16.9;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
-1;6168569;2018;Oct;2;05:30:00;316176;EDWARDIAN PARASOL NATURAL;6;17.2;20.64;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6283827;2018;Dec;26;13:17:00;482559;PANTRY WASHING UP BRUSH;3;4.55;8.19;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
280224;6261673;2018;Dec;15;05:44:00;482349;HOMEMADE JAM SCENTED CANDLES;36;2.01;3.62;United Kingdom;['Senior', 'Corporation', 'New Client']
352989;6021180;2018;Jun;3;11:20:00;479871;SET 20 NAPKINS FAIRY CAKES DESIGN ;18;1.18;1.65;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
267813;6175268;2018;Oct;8;05:32:00;470442;MAGNETS PACK OF 4 VINTAGE COLLAGE;144;0.54;0.97;Japan;['Adult', 'Corporation', 'New Client']
371826;5991634;2018;May;7;05:30:00;476868;WRAP DOLLY GIRL;75;0.58;1.04;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
295785;6382860;2019;Feb;13;08:36:00;744891;SET OF 3 BIRD LIGHT PINK FEATHER ;18;0.54;0.59;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
318024;6279493;2018;Dec;24;11:39:00;487200;JUMBO BAG PEARS;60;2.88;4.32;United Kingdom;['Young Adult', 'Solo Entrepreneur', '2-5 Year Client']
283941;6385720;2019;Feb;15;10:55:00;485100;SILVER BELLS TABLE DECORATION;6;1.73;2.6;United Kingdom;['Adult', 'Corporation', 'New Client']
350154;6283915;2018;Dec;28;07:31:00;472269;PACK OF 12 TRADITIONAL CRAYONS;9;0.58;0.99;United Kingdom;['Middle Age', 'Small Business', '2-5 Year Client']
316239;6075058;2018;Jul;20;08:36:00;461769;PACK OF 20 SKULL PAPER NAPKINS;6;1.18;1.53;United Kingdom;['Adult', 'Small Business', 'New Client']
350805;6370166;2019;Feb;9;07:42:00;493353;VINTAGE DOILY TRAVEL SEWING KIT;72;2.7;4.32;United Kingdom;['Young Adult', 'Small Business', 'New Client']
291102;6154060;2018;Sep;19;09:00:00;470022;LUNCH BAG SPACEBOY DESIGN ;30;2.28;3.19;United Kingdom;['Senior', 'Solo Entrepreneur', 'Loyal Client']
319074;5970019;2018;Apr;14;11:17:00;476637;GREEN REGENCY TEACUP AND SAUCER;18;4.08;4.9;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
262542;6072440;2018;Jul;18;04:19:00;477267;ALARM CLOCK BAKELIKE RED ;12;5.18;8.29;Spain;['Middle Age', 'Small Business', 'New Client']
-1;6236472;2018;Nov;27;12:37:00;464709;PARTY CONES CANDY DECORATION;15;3.4;5.1;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;5933983;2018;Feb;28;13:08:00;465255;STAR DECORATION RUSTIC;6;1.18;1.53;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6212998;2018;Nov;11;08:10:00;466851;JIGSAW TREE WITH BIRDHOUSE;3;4.55;6.37;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
313131;6274268;2018;Dec;22;08:37:00;485310;PARISIENNE KEY CABINET ;6;7.94;11.91;EIRE;['Adult', 'Solo Entrepreneur', 'New Client']
260442;5958425;2018;Apr;3;09:49:00;475923;JUMBO BAG DOLLY GIRL DESIGN;30;2.7;3.24;Belgium;['Middle Age', 'Small Business', '2-5 Year Client']
379974;6053113;2018;Jun;27;10:05:00;462630;SWALLOWS GREETING CARD;72;0.58;0.64;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
346920;6112084;2018;Aug;18;09:24:00;460530;JUMBO STORAGE BAG SKULLS;3;2.88;5.18;United Kingdom;['Young Adult', 'Small Business', '2-5 Year Client']
364098;6199215;2018;Oct;29;10:22:00;755391;ROSE FOLKART HEART DECORATIONS;9;1.73;2.6;United Kingdom;['Senior', 'Corporation', 'Loyal Client']
338058;6148263;2018;Sep;16;06:39:00;439194;SET/5 RED RETROSPOT LID GLASS BOWLS;24;4.08;6.53;United Kingdom;['Adult', 'Small Business', 'Loyal Client']
288561;6117199;2018;Aug;21;03:53:00;469560;GLASS JAR ENGLISH CONFECTIONERY;18;4.08;5.71;United Kingdom;['Middle Age', 'Small Business', 'New Client']
310716;6395675;2019;Feb;19;11:31:00;445872;STRAWBERRY CERAMIC TRINKET POT;36;1.73;2.77;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
267624;6038648;2018;Jun;17;06:58:00;435834;RETROSPOT RED WASHING UP GLOVES;18;2.9;3.48;Singapore;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
275919;6255381;2018;Dec;10;09:13:00;486024;ZINC T-LIGHT HOLDER STARS SMALL;144;1.15;1.5;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
347991;6127286;2018;Aug;28;09:14:00;340599;HOUSE SHAPE PENCIL SHARPENER;144;0.09;0.14;United Kingdom;['Middle Age', 'Corporation', '2-5 Year Client']
302421;5927845;2018;Feb;26;05:07:00;1788864;S/4 VALENTINE DECOUPAGE HEART BOX;72;1.73;1.9;United Kingdom;['Adult', 'Small Business', 'New Client']
333081;6016043;2018;May;29;16:18:00;450030;SET/3 RED GINGHAM ROSE STORAGE BOX;6;5.18;8.81;United Kingdom;['Senior', 'Small Business', 'New Client']
366870;5912049;2028;Feb;18;05:57:00;473613;PLASTERS IN TIN SKULLS;36;2.28;2.51;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
341124;6081746;2018;Jul;24;06:18:00;486171;ZINC SWEETHEART SOAP DISH;18;3.44;4.13;United Kingdom;['Young Adult', 'Corporation', 'New Client']
310065;6333030;2019;Jan;22;15:53:00;484680;RED METAL BOX TOP SECRET;9;11.39;19.36;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;5911774;2018;Feb;17;12:57:00;460908;SET OF 6 CAKE CHOPSTICKS;3;3.47;5.21;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
357315;6333305;2019;Jan;23;06:45:00;474096;SWALLOW WOODEN CHRISTMAS DECORATION;36;1.18;1.65;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
332262;6390604;2019;Feb;17;10:50:00;478611;T-LIGHT GLASS FLUTED ANTIQUE;72;1.73;2.08;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
305025;6114185;2018;Aug;19;08:34:00;482580;PANTRY SCRUBBING BRUSH;3;2.28;2.96;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
-1;5914073;2028;Feb;18;11:34:00;464289;FULL ENGLISH BREAKFAST PLATE;3;10.52;15.78;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
316365;6141465;2018;Sep;9;07:44:00;479640;ROUND CAKE TIN VINTAGE RED;6;10.98;16.47;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
380478;5920750;2018;Feb;21;08:20:00;468993;RETROSPOT PARTY BAG + STICKER SET;3;2.28;3.88;United Kingdom;['Middle Age', 'Small Business', 'New Client']
266028;5969843;2018;Apr;14;09:27:00;-1;POSTAGE;21;24.84;42.23;Germany;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
339381;6101645;2018;Aug;6;13:12:00;468888;ROUND SNACK BOXES SET OF 4 FRUITS ;6;4.08;7.34;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'New Client']
364161;5915591;2018;Feb;19;08:46:00;440223;APPLE BATH SPONGE;6;1.73;2.42;United Kingdom;['Senior', 'Small Business', '2-5 Year Client']
354417;6307554;2019;Jan;11;12:15:00;491673;DECORATIVE VINTAGE COFFEE  BOX;3;6.84;7.52;United Kingdom;['Young Adult', 'Corporation', 'New Client']
300426;6290383;2018;Dec;31;09:23:00;494718;LANDMARK FRAME LONDON BRIDGE ;9;17.25;22.43;United Kingdom;['Senior', 'Small Business', 'New Client']
342636;6268328;2018;Dec;18;09:48:00;458472;CHOCOLATE CALCULATOR;36;2.28;3.65;United Kingdom;['Senior', 'Corporation', 'New Client']
262311;6312548;2019;Jan;13;08:18:00;468720;BIRDS MOBILE VINTAGE DESIGN;9;8.22;13.97;France;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
-1;6175081;2018;Oct;7;12:25:00;452130;DAIRY MAID TOASTRACK;3;4.55;7.74;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
322959;6112733;2018;Aug;18;11:06:00;489447;SET OF 60 PANTRY DESIGN CAKE CASES ;72;0.76;0.91;United Kingdom;['Senior', 'Corporation', 'New Client']
-1;6099621;2018;Aug;5;11:52:00;461748;PACK OF 6 SKULL PAPER PLATES;3;2.25;3.6;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
355551;6352995;2019;Feb;1;10:43:00;490224;JUMBO BAG 50'S CHRISTMAS ;6;2.88;3.17;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
-1;6244315;2018;Dec;3;11:22:00;449001;MINI WOODEN HAPPY BIRTHDAY GARLAND;3;2.25;2.93;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
350889;6098180;2018;Aug;5;07:45:00;477309;ALARM CLOCK BAKELIKE ORANGE;24;5.18;9.32;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
315798;5907495;2018;Feb;16;06:54:00;444654;POTTERING IN THE SHED METAL SIGN;3;2.7;3.51;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
279657;6051375;2018;Jun;26;08:42:00;476679;ROSES REGENCY TEACUP AND SAUCER ;18;4.08;5.71;United Kingdom;['Young Adult', 'Corporation', 'New Client']
261009;5918033;2018;Feb;20;08:05:00;477792;SET 7 BABUSHKA NESTING BOXES;72;10.56;13.73;Denmark;['Middle Age', 'Corporation', 'New Client']
300006;6045347;2018;Jun;23;04:16:00;462567;TEA PARTY BIRTHDAY CARD;36;0.58;0.87;United Kingdom;['Young Adult', 'Corporation', 'New Client']
273021;6387480;2019;Feb;16;10:51:00;467985;HANGING HEN ON NEST DECORATION;36;2.28;3.88;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'New Client']
351645;6008420;2018;May;22;08:16:00;435204;RED RETROSPOT CHARLOTTE BAG;300;1;1.2;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
-1;6192274;2018;Oct;22;12:56:00;482895;TRAVEL CARD WALLET SUKI;3;1.15;2.07;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6116902;2018;Aug;20;11:22:00;1774689;SET OF 4 ENGLISH ROSE PLACEMATS;3;10.3;16.48;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
267708;6255733;2018;Dec;10;11:21:00;435078;RED RETROSPOT SHOPPER BAG;30;1.73;2.6;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
-1;6152718;2018;Sep;18;12:30:00;466368;WOOD STAMP SET THANK YOU;9;1.15;1.84;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
326823;6095738;2018;Aug;4;07:44:00;315756;ASSORTED COLOURS SILK FAN;72;1.15;1.96;United Kingdom;['Adult', 'Small Business', 'Loyal Client']
364791;6358242;2019;Feb;3;09:25:00;1662360;HEART SHAPE WIRELESS DOORBELL;3;2.9;4.06;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
350910;5911202;2018;Feb;17;09:13:00;469035;HEART DECORATION PAINTED ZINC ;6;0.9;0.99;United Kingdom;['Senior', 'Corporation', 'Loyal Client']
300132;6230356;2018;Nov;24;08:51:00;486675;REGENCY MILK JUG PINK ;36;4.49;8.08;United Kingdom;['Adult', 'Solo Entrepreneur', '2-5 Year Client']
366429;6393101;2019;Feb;18;12:56:00;1894200;PURPLE SWEETHEART BRACELET;9;5.87;9.39;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
319263;6101359;2018;Aug;6;11:31:00;475881;CHARLOTTE BAG DOLLY GIRL DESIGN;30;1.18;1.42;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6277568;2018;Dec;23;12:29:00;448917;SMALL CAMPHOR WOOD FIELD  MUSHROOM;3;4.55;7.74;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;5914326;2028;Feb;18;14:36:00;1764126;MAGIC TREE -PAPER FLOWERS;3;2.3;3.45;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
328461;6023853;2018;Jun;5;07:29:00;1785567;FRENCH CHATEAU LARGE PLATTER ;18;2.7;3.24;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6156623;2018;Sep;22;12:21:00;465822;CAKE STAND VICTORIAN FILIGREE SMALL;3;5.7;6.27;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
381738;6069074;2018;Jul;16;06:15:00;474327;FELTCRAFT HAIRBAND RED AND BLUE;36;1.18;1.53;United Kingdom;['Senior', 'Corporation', 'Loyal Client']
292131;6158196;2018;Sep;24;06:09:00;478464;LANTERN CREAM GAZEBO ;9;6.84;10.26;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
264159;6247065;2018;Dec;4;13:15:00;435099;WOODLAND CHARLOTTE BAG;30;1.18;1.77;France;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
373254;6036888;2018;Jun;16;08:55:00;1528842;OCEAN SCENT CANDLE IN JEWELLED BOX;6;5.87;7.04;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
-1;6283827;2018;Dec;26;13:17:00;488376;CHILDRENS CUTLERY SPACEBOY ;3;11.45;18.32;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
296016;6232226;2018;Nov;25;08:32:00;464751;FOOD CONTAINER SET 3 LOVE HEART ;3;5.7;7.41;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
271908;6211271;2018;Nov;7;10:45:00;479094;CARD PARTY GAMES ;36;0.58;0.99;United Kingdom;['Middle Age', 'Corporation', 'Loyal Client']
269661;5957281;2018;Apr;2;08:38:00;1768788;HEN HOUSE W CHICK STANDING;6;0.58;0.87;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
359037;5919045;2018;Feb;20;10:55:00;477246;ALARM CLOCK BAKELIKE GREEN;6;5.18;6.73;Spain;['Senior', 'Corporation', 'Loyal Client']
364140;6330676;2019;Jan;22;06:45:00;459354;GIN AND TONIC MUG;36;2.28;2.74;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
282933;5947590;2018;Mar;25;04:45:00;997563;ASS FLORAL PRINT MULTI SCREWDRIVER;72;0.58;0.99;United Kingdom;['Senior', 'Small Business', 'New Client']
349692;6203494;2018;Nov;3;06:59:00;477288;ALARM CLOCK BAKELIKE PINK;24;5.18;6.73;United Kingdom;['Senior', 'Solo Entrepreneur', 'Loyal Client']
350406;6295245;2019;Jan;4;09:49:00;474096;SWALLOW WOODEN CHRISTMAS DECORATION;18;1.18;2.01;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
-1;6254237;2018;Dec;9;14:41:00;491148;WOODLAND MINI BACKPACK;3;11.45;13.74;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;5946061;2018;Mar;24;05:43:00;469035;HEART DECORATION PAINTED ZINC ;9;1.77;1.95;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
297339;6158834;2018;Sep;24;08:06:00;445473;PACK OF 72 SKULL CAKE CASES;3;0.76;1.14;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
306726;6088533;2018;Jul;29;09:20:00;456078;RED METAL BEACH SPADE ;6;1.73;2.77;United Kingdom;['Middle Age', 'Small Business', '2-5 Year Client']
275058;6350927;2019;Jan;30;11:54:00;494907;EGG CUP HENRIETTA HEN PINK;72;1.73;1.9;United Kingdom;['Young Adult', 'Corporation', 'New Client']
-1;6213075;2018;Nov;11;08:26:00;466116;SMALL HEART MEASURING SPOONS;3;2.25;4.05;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
344379;6055159;2018;Jun;30;09:46:00;1788150;LADIES & GENTLEMEN METAL SIGN;6;3.52;3.87;United Kingdom;['Middle Age', 'Small Business', 'Loyal Client']
319305;6186312;2018;Oct;16;12:07:00;483210;CIRCUS PARADE BABY GIFT SET;3;23.4;35.1;United Kingdom;['Senior', 'Corporation', 'Loyal Client']
262017;6346010;2019;Jan;29;05:51:00;466179;FRYING PAN RED RETROSPOT;24;5.87;6.46;Germany;['Young Adult', 'Corporation', '2-5 Year Client']
325353;6036129;2018;Jun;16;07:28:00;452088;DAIRY MAID TRADITIONAL TEAPOT ;3;9.6;14.4;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
325668;6055533;2018;Jun;30;11:31:00;477960;TRAY  BREAKFAST IN BED;3;17.6;29.92;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
261429;6347506;2019;Jan;29;09:46:00;487998;SET OF 4 KNICK KNACK TINS LONDON ;18;5.73;6.3;Belgium;['Middle Age', 'Solo Entrepreneur', 'New Client']
310968;6308610;2019;Jan;12;08:21:00;475230;DOLLY GIRL LUNCH BOX;12;2.7;4.05;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
323967;6295322;2019;Jan;4;10:47:00;482139;WRAP CHRISTMAS VILLAGE;75;0.58;0.81;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
267939;6288667;2018;Dec;30;10:49:00;448518;TOAST ITS - HAPPY BIRTHDAY;36;1.73;3.11;Netherlands;['Young Adult', 'Corporation', 'Loyal Client']
-1;6108025;2018;Aug;13;13:18:00;463911;EMPIRE TISSUE BOX;6;3.4;5.78;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
364644;6334306;2019;Jan;23;08:07:00;492513;OVAL  MINI PORTRAIT FRAME;12;2.7;4.86;United Kingdom;['Adult', 'Solo Entrepreneur', 'Loyal Client']
315924;6174619;2018;Oct;7;09:57:00;1782312;TEATIME FUNKY FLOWER BACKPACK FOR 2;3;23.4;28.08;United Kingdom;['Middle Age', 'Corporation', '2-5 Year Client']
367731;6125295;2018;Aug;27;07:30:00;1500639;HANGING JAM JAR T-LIGHT HOLDER;288;1;1.8;United Kingdom;['Middle Age', 'Small Business', 'New Client']
